id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,hashtags,query,media,user_mention,url,lat,lng,in_reply_to_screen_name,in_reply_to_status_id
404312508896661504,https://twitter.com/annalindberg/status/404312508896661504,2013-11-23 18:16:28+00:00,"RT @KristoferSjhlm: Tack Ester, Gunnar, Helge, Anders och Tommy för en mycket lyckad #datajournalistik konferens #djinorden13",sv,3,annalindberg,datajournalistik,#djinorden13,,KristoferSjhlm,,,,,
404298327774490624,https://twitter.com/dkmj/status/404298327774490624,2013-11-23 17:20:07+00:00,"RT @M1ke987: What a challenge for all of us, am I Computer Jesus or not :) @palewire #djinorden13 http://t.co/5IgPp2Ruml",en,1,dkmj,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwtSdfIAAEWfGt.jpg,M1ke987,,,,,
404292930242117632,https://twitter.com/lambrechts/status/404292930242117632,2013-11-23 16:58:40+00:00,RT @DJournalistikSH: At Bergens Tidende there are small datajournalism terror cells all over the newsroom #djinorden13,en,2,lambrechts,djinorden13,#djinorden13,,DJournalistikSH,,,,,
404286766796271616,https://twitter.com/sisiwei/status/404286766796271616,2013-11-23 16:34:11+00:00,It was an honor and a pleasure to speak at #djinorden13 this year. Thank you Gunnar and Ester for inviting me!,en,0,sisiwei,djinorden13,#djinorden13,,,,,,,
404278886986711040,https://twitter.com/M1ke987/status/404278886986711040,2013-11-23 16:02:52+00:00,"Stort tack för en väldigt givande och rolig konferens @DJournalistikSH, Ester, Gunnar, Anders, Helge, Tommy och alla andra! #djinorden13",sv,0,M1ke987,djinorden13,#djinorden13,,DJournalistikSH,,,,,
404271037292216320,https://twitter.com/M1ke987/status/404271037292216320,2013-11-23 15:31:40+00:00,RT @jensfinnas: Mitt råd. Om du inte vill/kan/orkar lära dig koda – se i alla fall  till att bli kompis med en kodare. #djinorden13,sv,1,M1ke987,djinorden13,#djinorden13,,jensfinnas,,,,,
404270370095919104,https://twitter.com/M1ke987/status/404270370095919104,2013-11-23 15:29:01+00:00,"RT @KristoferSjhlm: Tack Ester, Gunnar, Helge, Anders och Tommy för en mycket lyckad #datajournalistik konferens #djinorden13",sv,3,M1ke987,datajournalistik,#djinorden13,,KristoferSjhlm,,,,,
404266731486851072,https://twitter.com/KristoferSjhlm/status/404266731486851072,2013-11-23 15:14:34+00:00,"Tack Ester, Gunnar, Helge, Anders och Tommy för en mycket lyckad #datajournalistik konferens #djinorden13",sv,3,KristoferSjhlm,datajournalistik,#djinorden13,,,,,,,
404266143226937345,https://twitter.com/gyhajikywalu/status/404266143226937345,2013-11-23 15:12:14+00:00,"Authors James McBride, George http://t.co/vHxtGcS5yZ #djinorden13",en,0,gyhajikywalu,djinorden13,#djinorden13,,,http://www.perthcats.org/forum/showthread.php?tid=44360,,,,
404264836194119680,https://twitter.com/ericssonmagnus/status/404264836194119680,2013-11-23 15:07:02+00:00,"“@henchman: ""The time when a reporter can say: I dont like maths, is over."" @HelenaBengtsson #djinorden13”",en,0,ericssonmagnus,djinorden13,#djinorden13,,henchman,,55.76640615,12.98959689,henchman,404247576155021312
404263318539751424,https://twitter.com/MarcusEkdahl/status/404263318539751424,2013-11-23 15:01:00+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,MarcusEkdahl,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404262067588595714,https://twitter.com/pallih/status/404262067588595714,2013-11-23 14:56:02+00:00,@blomlis There's a good tutorial on scraping tweets here: https://t.co/3LhrM4Rc5m #djinorden13,en,0,pallih,djinorden13,#djinorden13,,blomlis,https://scraperwiki.com/help/twitter-search/,,,blomlis,404256072346923008
404256623696175105,https://twitter.com/Surhita/status/404256623696175105,2013-11-23 14:34:24+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,Surhita,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404256072346923008,https://twitter.com/blomlis/status/404256072346923008,2013-11-23 14:32:13+00:00,"Någon tipsade på konferensen om bra app (?) för att enkelt arkivera twitterinlägg, vilket jag jagat. Borttappat, hjälp någon? #djinorden13",sv,1,blomlis,djinorden13,#djinorden13,,,,,,,
404255889496223744,https://twitter.com/Loukas_RS/status/404255889496223744,2013-11-23 14:31:29+00:00,"Thanks everyone, hopefully you'll see me publish stories based on what I've learned at #djinorden13 very soon",en,0,Loukas_RS,djinorden13,#djinorden13,,,,,,,
404255306454421504,https://twitter.com/orteno/status/404255306454421504,2013-11-23 14:29:10+00:00,"""@henchman: ""Journalism is really important"" @lambrechts shows best practice in Norway. #djinorden13"" Lots of good oneliners there, Lasse ;)",en,0,orteno,djinorden13,#djinorden13,,henchman,,,,,
404254213569396738,https://twitter.com/dkmj/status/404254213569396738,2013-11-23 14:24:49+00:00,"Thanks to Ester, Gunnar et al for running a very successful #djinorden13. Proud to be a sponsor of project http://t.co/bq9ioZP1w3",en,1,dkmj,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwzELgCcAEmvs9.jpg,,,,,,
404252227898191872,https://twitter.com/pallih/status/404252227898191872,2013-11-23 14:16:56+00:00,"Takk för mej! It was great, see you next year and on the internetz! #djinorden13",en,0,pallih,djinorden13,#djinorden13,,,,,,,
404249433711583232,https://twitter.com/LivHaker/status/404249433711583232,2013-11-23 14:05:50+00:00,"Veldig inspirert! Dette må repeteres :) Takk, Ester Appelgren og co! #djinorden13",no,0,LivHaker,djinorden13,#djinorden13,,,,,,,
404248765709946880,https://twitter.com/PSeligson/status/404248765709946880,2013-11-23 14:03:10+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,PSeligson,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404248311764619264,https://twitter.com/LivHaker/status/404248311764619264,2013-11-23 14:01:22+00:00,Do not rule out that YOU cannot write code unless you have tried it. It's not magic! @sisiwei at #djinorden13,en,0,LivHaker,djinorden13,#djinorden13,,sisiwei,,,,,
404248002338238464,https://twitter.com/LivHaker/status/404248002338238464,2013-11-23 14:00:08+00:00,"Computer-Jesus is not coming, or maby that is you?  @palewire at #djinorden13",en,0,LivHaker,djinorden13,#djinorden13,,palewire,,,,,
404247933966901248,https://twitter.com/andersgreen/status/404247933966901248,2013-11-23 13:59:52+00:00,"Ben Walsh: ""Everyone is looking for a programmer in a cubicle somewhere - I call him 'Computer Jesus' - one day he will come"" #djinorden13",en,0,andersgreen,djinorden13,#djinorden13,,,,,,,
404247861904547840,https://twitter.com/M1ke987/status/404247861904547840,2013-11-23 13:59:35+00:00,"What a challenge for all of us, am I Computer Jesus or not :) @palewire #djinorden13 http://t.co/5IgPp2Ruml",en,1,M1ke987,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwtSdfIAAEWfGt.jpg,palewire,,,,,
404247753217564672,https://twitter.com/sjoholm/status/404247753217564672,2013-11-23 13:59:09+00:00,"RT @henchman: ""The time when a reporter fan say: I dont like maths, is over."" @HelenaBengtsson #djinorden13",en,2,sjoholm,djinorden13,#djinorden13,,henchman,,,,,
404247668538740736,https://twitter.com/jensfinnas/status/404247668538740736,2013-11-23 13:58:49+00:00,"RT @henchman: ""The time when a reporter fan say: I dont like maths, is over."" @HelenaBengtsson #djinorden13",en,2,jensfinnas,djinorden13,#djinorden13,,henchman,,,,,
404247576155021312,https://twitter.com/henchman/status/404247576155021312,2013-11-23 13:58:27+00:00,"""The time when a reporter fan say: I dont like maths, is over."" @HelenaBengtsson #djinorden13",en,2,henchman,djinorden13,#djinorden13,,HelenaBengtsson,,,,,
404247532605538304,https://twitter.com/LivHaker/status/404247532605538304,2013-11-23 13:58:16+00:00,"The time has passed that one can say, no this is not for me, i don't like math. @HelenaBengtsson at #djinorden13",en,0,LivHaker,djinorden13,#djinorden13,,HelenaBengtsson,,,,,
404247413051105280,https://twitter.com/jensfinnas/status/404247413051105280,2013-11-23 13:57:48+00:00,Mitt råd. Om du inte vill/kan/orkar lära dig koda – se i alla fall  till att bli kompis med en kodare. #djinorden13,sv,1,jensfinnas,djinorden13,#djinorden13,,,,,,,
404245857064996865,https://twitter.com/Tobias_Brandel/status/404245857064996865,2013-11-23 13:51:37+00:00,Trendspaning 2 från #djinorden13 - kartläggning av hundraser och hundnamn är standarddatabasjobb i hela världen.,sv,1,Tobias_Brandel,djinorden13,#djinorden13,,,,,,,
404245758352048128,https://twitter.com/LivHaker/status/404245758352048128,2013-11-23 13:51:13+00:00,RT @jensfinnas: Mycket bra av @cabralens nu. Inte bara dumpa data på karta. Analysera också! #djinorden13,sv,3,LivHaker,djinorden13,#djinorden13,,jensfinnas,,,,,
404243870206414848,https://twitter.com/autiomaa/status/404243870206414848,2013-11-23 13:43:43+00:00,"RT @Jervelycke: ""You be the minister &amp; choose budget cuts"" #yle is 1 of the nominees to Nordic data journalist awards #djinorden13 http://t…",en,2,autiomaa,yle,#djinorden13,,Jervelycke,,,,,
404243342961025024,https://twitter.com/travelinreid/status/404243342961025024,2013-11-23 13:41:38+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,travelinreid,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404242741674381312,https://twitter.com/AKallenberg/status/404242741674381312,2013-11-23 13:39:14+00:00,RT @jensfinnas: Mycket bra av @cabralens nu. Inte bara dumpa data på karta. Analysera också! #djinorden13,sv,3,AKallenberg,djinorden13,#djinorden13,,jensfinnas,,,,,
404242131390578688,https://twitter.com/KristoferSjhlm/status/404242131390578688,2013-11-23 13:36:49+00:00,@sisiwei talked about how  @ProPublica get data from authorities that should be open out in public. #djinorden13 #ddj,en,0,KristoferSjhlm,djinorden13,#djinorden13,,sisiwei,,,,sisiwei,
404242023810875392,https://twitter.com/teelmo/status/404242023810875392,2013-11-23 13:36:23+00:00,RT @jensfinnas: Mycket bra av @cabralens nu. Inte bara dumpa data på karta. Analysera också! #djinorden13,sv,3,teelmo,djinorden13,#djinorden13,,jensfinnas,,,,,
404241340055449600,https://twitter.com/annalindberg/status/404241340055449600,2013-11-23 13:33:40+00:00,"@cabralens nice quote about openness: ""datajournalism is so much work it's a shame to leave it in your computer""  #djinorden13",en,4,annalindberg,djinorden13,#djinorden13,,cabralens,,,,cabralens,
404241321810227200,https://twitter.com/Tobias_Brandel/status/404241321810227200,2013-11-23 13:33:36+00:00,Key note speakers at #djinorden13 palewire helenabengtsson @cabralens @sisiwei @ Södertörns Högskola http://t.co/tG12sxzRJe,sv,0,Tobias_Brandel,djinorden13,#djinorden13,,cabralens,http://instagram.com/p/hDxNvmilPK/,59.2195631,17.94297261,,
404241251811487744,https://twitter.com/jensfinnas/status/404241251811487744,2013-11-23 13:33:19+00:00,Mycket bra av @cabralens nu. Inte bara dumpa data på karta. Analysera också! #djinorden13,sv,3,jensfinnas,djinorden13,#djinorden13,,cabralens,,,,,
404240367341826048,https://twitter.com/Tobias_Brandel/status/404240367341826048,2013-11-23 13:29:48+00:00,Surprise answer from @palewire at #djinorden13 - Data might push journalism to be more like American cable news.,en,0,Tobias_Brandel,djinorden13,#djinorden13,,palewire,,,,,
404240024356409344,https://twitter.com/hyhafusijuwo/status/404240024356409344,2013-11-23 13:28:26+00:00,#Aguilaroja Just Cause 2 The Day of the Doctor #djinorden13 http://t.co/nLmjIqf1AG,en,0,hyhafusijuwo,Aguilaroja,#djinorden13,,,http://skral-chronicles.humetralis.com/showthread.php?tid=334766,,,,
404239947437051904,https://twitter.com/DJournalistikSH/status/404239947437051904,2013-11-23 13:28:08+00:00,RT @andersgreen: Panel at #djinorden13 #djinorden2013 http://t.co/Gk9uSos86f  (Live) http://t.co/0leU4jrX3U,fr,0,DJournalistikSH,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwl5CcIYAA3v3v.jpg,andersgreen,http://www.blogg.sh.se/datajournalistik/,,,,
404239791149293568,https://twitter.com/LivHaker/status/404239791149293568,2013-11-23 13:27:31+00:00,"#djinorden13 siste paneldebatt, lots of media brain here! http://t.co/51jqYE7rfj",en,0,LivHaker,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwl8rrIcAAZX_y.jpg,,,,,,
404239728532537344,https://twitter.com/andersgreen/status/404239728532537344,2013-11-23 13:27:16+00:00,Panel at #djinorden13 #djinorden2013 http://t.co/rv0ZjVnnGA,et,0,andersgreen,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwl5CcIYAA3v3v.jpg,,,,,,
404239282098798592,https://twitter.com/DJournalistikSH/status/404239282098798592,2013-11-23 13:25:29+00:00,Tack till alla studenter som slitit på konferensen! #djinorden13 #djinorden2013 http://t.co/zS6HWJvT4c,da,0,DJournalistikSH,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwlfCwCYAA9mte.png,,,,,,
404239281452883968,https://twitter.com/andersgreen/status/404239281452883968,2013-11-23 13:25:29+00:00,Tack till alla studenter som slitit på konferensen! #djinorden13 #djinorden2013 http://t.co/vVqxwCHhr6,da,0,andersgreen,djinorden13,#djinorden13,https://pbs.twimg.com/media/BZwlfAGCYAAUEsv.png,,,,,,
404238932906606593,https://twitter.com/LindKatarina/status/404238932906606593,2013-11-23 13:24:06+00:00,"RT @jensfinnas: Apropå att använda tidningarkiv som källa till nyheter. #djinorden2013 #djinorden13
http://t.co/bErQbAVj0m",sv,3,LindKatarina,djinorden2013,#djinorden13,,jensfinnas,http://jplusplus.se/?p=213,,,,
404238767437119488,https://twitter.com/orteno/status/404238767437119488,2013-11-23 13:23:27+00:00,RT @LivHaker: Får kikke bak gardina i Jannes Historie med @orteno fra BT på #djinorden13 #spennende!,da,1,orteno,djinorden13,#djinorden13,,LivHaker,,,,,
404238511907536896,https://twitter.com/mtdukes/status/404238511907536896,2013-11-23 13:22:26+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,mtdukes,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404238344886181888,https://twitter.com/guidoz/status/404238344886181888,2013-11-23 13:21:46+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,guidoz,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404238238715740160,https://twitter.com/Tobias_Brandel/status/404238238715740160,2013-11-23 13:21:21+00:00,Attentive audience at #djinorden13 @ Södertörns Högskola http://t.co/8iULcVGKCu,sv,0,Tobias_Brandel,djinorden13,#djinorden13,,,http://instagram.com/p/hDplZTilFC/,59.2195631,17.94297261,,
404238023581523968,https://twitter.com/pinardag/status/404238023581523968,2013-11-23 13:20:29+00:00,"RT @Tobias_Brandel: The stuff we do is tell a story, not only showing the data, says news apps developer @sisiwei at #djinorden13",en,2,pinardag,djinorden13,#djinorden13,,Tobias_Brandel,,,,,
404237915938512897,https://twitter.com/DJournalistikSH/status/404237915938512897,2013-11-23 13:20:04+00:00,(Live webcast:) Panel and Conclusion from #djinorden13 #djinorden2013  http://t.co/0leU4jrX3U,fr,0,DJournalistikSH,djinorden13,#djinorden13,,,http://www.blogg.sh.se/datajournalistik/,,,,
404237659406487552,https://twitter.com/DJournalistikSH/status/404237659406487552,2013-11-23 13:19:03+00:00,"Conclusion by Peter Nõu, Vinnova, Gunnar Nygren SH and Ester Appelgren, SH  #djinorden13",en,0,DJournalistikSH,djinorden13,#djinorden13,,,,,,,
404237536635019264,https://twitter.com/DJournalistikSH/status/404237536635019264,2013-11-23 13:18:33+00:00,"Live soon: Panel with Sisi Wei, Mar Cabra, Ben Welsh and Helena Bengtsson. #djinorden13",in,0,DJournalistikSH,djinorden13,#djinorden13,,,,,,,
404237534357487616,https://twitter.com/xozehadokepa/status/404237534357487616,2013-11-23 13:18:33+00:00,Marc Andreessen #djinorden13  Why I hate going public,en,0,xozehadokepa,djinorden13,#djinorden13,,,,,,,
404237479349604352,https://twitter.com/paulbradshaw/status/404237479349604352,2013-11-23 13:18:20+00:00,"@ngmoreton mt ""@jensfinnas: my session on API and programming. Here's the code:
https://t.co/01p2fOW8sy #djinorden13 #djinorden2013""",en,0,paulbradshaw,djinorden13,#djinorden13,,NGMoreton,https://github.com/jensfinnas/Everysport-API-tutorial,,,NGMoreton,
404237364069138432,https://twitter.com/jamesbromley/status/404237364069138432,2013-11-23 13:17:52+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,jamesbromley,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404237352022724608,https://twitter.com/pinardag/status/404237352022724608,2013-11-23 13:17:49+00:00,"MT @lambrechts If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/aUfsFmhGUo  #djinorden13 #ddj",en,0,pinardag,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404237312131084288,https://twitter.com/Hackette7/status/404237312131084288,2013-11-23 13:17:40+00:00,RT @jensfinnas: Apropå att berätta historier med data. Så här tar ni era Fusion-kartor till nästa nivå: http://t.co/IPG3l5ANBf #djinorden13…,sv,3,Hackette7,djinorden13,#djinorden13,,jensfinnas,http://jplusplus.se/?p=181,,,,
404237209693597696,https://twitter.com/Hackette7/status/404237209693597696,2013-11-23 13:17:15+00:00,RT @EsaMakinen: #djinorden13 nears end. Some very interesting people met. Got some great new ideas. Thank you Södertorn and Ester Appelgren!,en,6,Hackette7,djinorden13,#djinorden13,,EsaMakinen,,,,,
404237065573105664,https://twitter.com/Hackette7/status/404237065573105664,2013-11-23 13:16:41+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,Hackette7,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404237047818244096,https://twitter.com/finnowl/status/404237047818244096,2013-11-23 13:16:37+00:00,4-årig finländare lär sig koda med sin pappa @raimohanska som lärare http://t.co/XjAmnw9Nk6 #djinorden13,sv,0,finnowl,djinorden13,#djinorden13,,raimohanska,http://hbl.fi/nyheter/2013-11-22/531196/mila-4-visar-att-flickor-visst-kan-koda,,,,
404236807321452544,https://twitter.com/paulbradshaw/status/404236807321452544,2013-11-23 13:15:39+00:00,"RT @lambrechts: If you're a journalist, you'll get a free 20 dataset plan on Scraperwiki: https://t.co/LLBlYzEVr3 #djinorden13",en,9,paulbradshaw,djinorden13,#djinorden13,,lambrechts,https://scraperwiki.com/journalists,,,,
404236671996395520,https://twitter.com/paulbradshaw/status/404236671996395520,2013-11-23 13:15:07+00:00,"@NGMoreton  ""@sisiwei: API presentation #djinorden13 RT @jensfinnas: My presentataion: https://t.co/7URgDxamvr""",in,0,paulbradshaw,djinorden13,#djinorden13,,NGMoreton,https://docs.google.com/document/d/1bDkHyi0O3oG-05RpjT7SsrQdW6OY_dsLHeBei9Ab3JM/edit#,,,NGMoreton,
404235709512691712,https://twitter.com/andersgreen/status/404235709512691712,2013-11-23 13:11:18+00:00,RT @EsaMakinen: Stack overflow is single most important tool for any advanced data journalist. #djinorden13,en,1,andersgreen,djinorden13,#djinorden13,,EsaMakinen,,,,,
404234600538726401,https://twitter.com/annalindberg/status/404234600538726401,2013-11-23 13:06:53+00:00,@hampusbrynolf det är ju så. Synd att jag missade din session imorse. #djinorden13,sv,0,annalindberg,djinorden13,#djinorden13,,hampusbrynolf,,,,hampusbrynolf,404234111839379456
404234190541299712,https://twitter.com/LindKatarina/status/404234190541299712,2013-11-23 13:05:15+00:00,RT @sisiwei: API presentation #djinorden13 RT @jensfinnas: My presentataion: https://t.co/S8mDWBCdLF,in,1,LindKatarina,djinorden13,#djinorden13,,sisiwei,https://docs.google.com/document/d/1bDkHyi0O3oG-05RpjT7SsrQdW6OY_dsLHeBei9Ab3JM/edit#,,,,
404233887054045184,https://twitter.com/dkmj/status/404233887054045184,2013-11-23 13:04:03+00:00,Wonderful talk by @SisiWei A challenge to follow. I will mumble ramble story tell try. Time for ending panel at #djinorden13 in 5min,en,0,dkmj,djinorden13,#djinorden13,,sisiwei,,,,,
404233128690348032,https://twitter.com/Tobias_Brandel/status/404233128690348032,2013-11-23 13:01:02+00:00,Team mates @M1ke987 and @grensund during Tableau ws at #djinorden13 http://t.co/5GLbSdKePv,en,0,Tobias_Brandel,djinorden13,#djinorden13,,M1ke987,http://instagram.com/p/hDtUJVilJs/,,,,
404231541578297344,https://twitter.com/ceciliadjurberg/status/404231541578297344,2013-11-23 12:54:44+00:00,RT @jensfinnas: Apropå att berätta historier med data. Så här tar ni era Fusion-kartor till nästa nivå: http://t.co/IPG3l5ANBf #djinorden13…,sv,3,ceciliadjurberg,djinorden13,#djinorden13,,jensfinnas,http://jplusplus.se/?p=181,,,,
404230743863603200,https://twitter.com/DataKatrine/status/404230743863603200,2013-11-23 12:51:34+00:00,RT @EsaMakinen: #djinorden13 nears end. Some very interesting people met. Got some great new ideas. Thank you Södertorn and Ester Appelgren!,en,6,DataKatrine,djinorden13,#djinorden13,,EsaMakinen,,,,,
